id,vote_type_id,creation_timestrmpz
110246400,15,2016-03-23 00:00:00+00:00
227123293,15,2021-02-26 00:00:00+00:00
170064972,8,2018-08-26 00:00:00+00:00
73430855,15,2014-08-15 00:00:00+00:00
85260418,15,2015-03-15 00:00:00+00:00
73845038,8,2014-08-23 00:00:00+00:00
90992710,11,2015-06-10 00:00:00+00:00
206472287,15,2020-04-06 00:00:00+00:00
38263428,15,2012-12-18 00:00:00+00:00
23160305,12,2012-01-15 00:00:00+00:00
90660997,15,2015-06-05 00:00:00+00:00
77685829,11,2014-11-01 00:00:00+00:00
187937427,15,2019-06-01 00:00:00+00:00
87176810,15,2015-04-16 00:00:00+00:00
22729184,15,2012-01-03 00:00:00+00:00
45308473,8,2013-04-17 00:00:00+00:00
176458904,8,2018-12-04 00:00:00+00:00
24336643,15,2012-02-14 00:00:00+00:00
135527633,11,2017-03-29 00:00:00+00:00
23717659,11,2012-01-30 00:00:00+00:00
91571779,15,2015-06-18 00:00:00+00:00
104707779,15,2016-01-06 00:00:00+00:00
51243029,11,2013-07-29 00:00:00+00:00
245466358,12,2022-01-21 00:00:00+00:00
130784208,11,2017-01-22 00:00:00+00:00
193377239,15,2019-08-31 00:00:00+00:00
93746480,15,2015-07-21 00:00:00+00:00
202070621,11,2020-01-25 00:00:00+00:00
86774685,11,2015-04-09 00:00:00+00:00
73073524,9,2014-08-09 00:00:00+00:00
187356159,15,2019-05-23 00:00:00+00:00
175047425,8,2018-11-12 00:00:00+00:00
72559882,15,2014-07-31 00:00:00+00:00
187756629,11,2019-05-29 00:00:00+00:00
123195560,9,2016-09-29 00:00:00+00:00
148326137,9,2017-10-02 00:00:00+00:00
91202911,9,2015-06-13 00:00:00+00:00
158145688,11,2018-02-28 00:00:00+00:00
249300457,11,2022-04-04 00:00:00+00:00
3894004,11,2009-09-03 00:00:00+00:00
234473637,9,2021-06-30 00:00:00+00:00
100134514,8,2015-10-27 00:00:00+00:00
247488419,11,2022-02-27 00:00:00+00:00
248176179,15,2022-03-13 00:00:00+00:00
131649955,15,2017-02-03 00:00:00+00:00
92188443,15,2015-06-28 00:00:00+00:00
17137281,15,2011-07-12 00:00:00+00:00
45926283,15,2013-04-27 00:00:00+00:00
63690091,15,2014-03-03 00:00:00+00:00
50404751,15,2013-07-13 00:00:00+00:00
240889540,11,2021-10-26 00:00:00+00:00
214254845,15,2020-07-27 00:00:00+00:00
111328290,15,2016-04-07 00:00:00+00:00
46722998,15,2013-05-11 00:00:00+00:00
79014218,15,2014-11-25 00:00:00+00:00
71054155,15,2014-07-04 00:00:00+00:00
167893200,15,2018-07-24 00:00:00+00:00
213881291,15,2020-07-21 00:00:00+00:00
249927288,15,2022-04-16 00:00:00+00:00
65099313,11,2014-03-24 00:00:00+00:00
37898459,15,2012-12-11 00:00:00+00:00
174337915,15,2018-11-01 00:00:00+00:00
31033177,15,2012-07-25 00:00:00+00:00
220973965,15,2020-11-16 00:00:00+00:00
39300164,9,2013-01-08 00:00:00+00:00
252027942,12,2022-05-27 00:00:00+00:00
52290149,15,2013-08-15 00:00:00+00:00
213891225,15,2020-07-22 00:00:00+00:00
94054879,11,2015-07-26 00:00:00+00:00
50254288,15,2013-07-11 00:00:00+00:00
24928850,9,2012-02-29 00:00:00+00:00
168880234,15,2018-08-07 00:00:00+00:00
11386289,9,2010-12-13 00:00:00+00:00
234172775,15,2021-06-24 00:00:00+00:00
130065233,8,2017-01-12 00:00:00+00:00
253136035,15,2022-06-18 00:00:00+00:00
249074874,8,2022-03-30 00:00:00+00:00
247583901,12,2022-03-01 00:00:00+00:00
103425652,9,2015-12-15 00:00:00+00:00
85259196,15,2015-03-15 00:00:00+00:00
162795810,15,2018-05-06 00:00:00+00:00
137191776,15,2017-04-22 00:00:00+00:00
213674844,11,2020-07-18 00:00:00+00:00
84084557,15,2015-02-24 00:00:00+00:00
137349212,15,2017-04-25 00:00:00+00:00
149333243,15,2017-10-17 00:00:00+00:00
98929228,12,2015-10-08 00:00:00+00:00
214180408,11,2020-07-26 00:00:00+00:00
86523972,8,2015-04-06 00:00:00+00:00
148715032,15,2017-10-08 00:00:00+00:00
187345780,15,2019-05-22 00:00:00+00:00
156914470,15,2018-02-10 00:00:00+00:00
116784392,15,2016-06-25 00:00:00+00:00
135954967,11,2017-04-04 00:00:00+00:00
187646434,15,2019-05-28 00:00:00+00:00
246643628,8,2022-02-11 00:00:00+00:00
116347679,15,2016-06-19 00:00:00+00:00
240761386,9,2021-10-24 00:00:00+00:00
66033239,15,2014-04-08 00:00:00+00:00
246073936,9,2022-02-01 00:00:00+00:00
112610931,15,2016-04-25 00:00:00+00:00
183255678,15,2019-03-20 00:00:00+00:00
220167348,15,2020-11-02 00:00:00+00:00
10569687,8,2010-11-01 00:00:00+00:00
22708140,15,2012-01-03 00:00:00+00:00
155060209,15,2018-01-15 00:00:00+00:00
168257089,9,2018-07-29 00:00:00+00:00
240872737,15,2021-10-26 00:00:00+00:00
200022802,15,2019-12-19 00:00:00+00:00
164500046,11,2018-05-31 00:00:00+00:00
90237055,11,2015-05-30 00:00:00+00:00
16693824,15,2011-06-27 00:00:00+00:00
136580970,15,2017-04-13 00:00:00+00:00
93546303,15,2015-07-18 00:00:00+00:00
130894283,15,2017-01-24 00:00:00+00:00
226032475,11,2021-02-09 00:00:00+00:00
232916336,8,2021-06-03 00:00:00+00:00
245725361,11,2022-01-26 00:00:00+00:00
163153931,11,2018-05-11 00:00:00+00:00
235775044,12,2021-07-24 00:00:00+00:00
253102919,8,2022-06-17 00:00:00+00:00
163417399,11,2018-05-15 00:00:00+00:00
8298570,11,2010-06-25 00:00:00+00:00
190352566,15,2019-07-11 00:00:00+00:00
18218096,15,2011-08-16 00:00:00+00:00
201446159,11,2020-01-15 00:00:00+00:00
3855969,9,2009-08-31 00:00:00+00:00
194246070,9,2019-09-15 00:00:00+00:00
235755908,11,2021-07-24 00:00:00+00:00
129911185,9,2017-01-10 00:00:00+00:00
78359660,15,2014-11-13 00:00:00+00:00
16019898,11,2011-06-16 00:00:00+00:00
103864983,15,2015-12-21 00:00:00+00:00
164154013,9,2018-05-26 00:00:00+00:00
3596907,9,2009-08-11 00:00:00+00:00
194722521,9,2019-09-23 00:00:00+00:00
111464876,9,2016-04-09 00:00:00+00:00
137148899,15,2017-04-21 00:00:00+00:00
233077582,15,2021-06-06 00:00:00+00:00
149360747,8,2017-10-17 00:00:00+00:00
72141784,15,2014-07-24 00:00:00+00:00
195167449,9,2019-10-01 00:00:00+00:00
61549287,15,2014-01-28 00:00:00+00:00
112499738,8,2016-04-24 00:00:00+00:00
247769478,8,2022-03-04 00:00:00+00:00
188755308,9,2019-06-15 00:00:00+00:00
91331818,15,2015-06-15 00:00:00+00:00
207226645,9,2020-04-17 00:00:00+00:00
130560744,11,2017-01-19 00:00:00+00:00
50488683,15,2013-07-15 00:00:00+00:00
24620840,11,2012-02-22 00:00:00+00:00
253055169,11,2022-06-16 00:00:00+00:00
155648492,11,2018-01-23 00:00:00+00:00
61332166,15,2014-01-24 00:00:00+00:00
214133554,15,2020-07-25 00:00:00+00:00
93575943,15,2015-07-19 00:00:00+00:00
132122489,12,2017-02-09 00:00:00+00:00
18175521,15,2011-08-15 00:00:00+00:00
64555805,11,2014-03-15 00:00:00+00:00
117332436,4,2016-07-04 00:00:00+00:00
142763781,15,2017-07-13 00:00:00+00:00
70858316,11,2014-07-01 00:00:00+00:00
51916958,15,2013-08-09 00:00:00+00:00
110456861,11,2016-03-25 00:00:00+00:00
252961657,11,2022-06-15 00:00:00+00:00
63826050,15,2014-03-04 00:00:00+00:00
84269672,15,2015-02-26 00:00:00+00:00
72131324,15,2014-07-23 00:00:00+00:00
22563326,15,2011-12-28 00:00:00+00:00
91929715,11,2015-06-24 00:00:00+00:00
181586195,11,2019-02-24 00:00:00+00:00
187136980,15,2019-05-20 00:00:00+00:00
195818286,11,2019-10-11 00:00:00+00:00
29792523,15,2012-06-27 00:00:00+00:00
235030903,15,2021-07-10 00:00:00+00:00
156889154,15,2018-02-09 00:00:00+00:00
233478894,15,2021-06-13 00:00:00+00:00
38210778,15,2012-12-17 00:00:00+00:00
22918934,15,2012-01-09 00:00:00+00:00
29593549,15,2012-06-22 00:00:00+00:00
3012604,8,2009-06-23 00:00:00+00:00
16105697,15,2011-06-19 00:00:00+00:00
98579413,15,2015-10-02 00:00:00+00:00
65464842,15,2014-03-30 00:00:00+00:00
58791928,9,2013-12-10 00:00:00+00:00
86954708,15,2015-04-13 00:00:00+00:00
182013697,15,2019-03-01 00:00:00+00:00
70386970,9,2014-06-23 00:00:00+00:00
58643824,15,2013-12-07 00:00:00+00:00
78816409,15,2014-11-21 00:00:00+00:00
30134331,15,2012-07-05 00:00:00+00:00
71524138,11,2014-07-13 00:00:00+00:00
111148697,15,2016-04-05 00:00:00+00:00
252826652,15,2022-06-13 00:00:00+00:00
29852248,9,2012-06-28 00:00:00+00:00
111996149,15,2016-04-17 00:00:00+00:00
232496468,11,2021-05-26 00:00:00+00:00
122763665,4,2016-09-23 00:00:00+00:00
105909383,15,2016-01-22 00:00:00+00:00
104153300,9,2015-12-27 00:00:00+00:00
15150267,15,2011-05-18 00:00:00+00:00
24478517,11,2012-02-17 00:00:00+00:00
29712648,15,2012-06-25 00:00:00+00:00
43791163,15,2013-03-24 00:00:00+00:00
253789409,11,2022-07-01 00:00:00+00:00
110802245,8,2016-03-31 00:00:00+00:00
64333114,15,2014-03-12 00:00:00+00:00
58509683,15,2013-12-05 00:00:00+00:00
187618223,15,2019-05-27 00:00:00+00:00
161496550,15,2018-04-17 00:00:00+00:00
36716805,15,2012-11-19 00:00:00+00:00
200327612,15,2019-12-25 00:00:00+00:00
2735328,4,2009-05-29 00:00:00+00:00
11848704,15,2011-01-08 00:00:00+00:00
163218198,15,2018-05-12 00:00:00+00:00
161341152,11,2018-04-14 00:00:00+00:00
125607253,12,2016-11-04 00:00:00+00:00
194637798,9,2019-09-22 00:00:00+00:00
148902878,15,2017-10-10 00:00:00+00:00
92049818,11,2015-06-25 00:00:00+00:00
72277843,15,2014-07-26 00:00:00+00:00
85746804,15,2015-03-23 00:00:00+00:00
212808230,9,2020-07-06 00:00:00+00:00
50737345,15,2013-07-19 00:00:00+00:00
8495969,8,2010-07-07 00:00:00+00:00
181659222,15,2019-02-25 00:00:00+00:00
50640566,15,2013-07-18 00:00:00+00:00
254488107,9,2022-07-15 00:00:00+00:00
125765605,11,2016-11-07 00:00:00+00:00
37316084,15,2012-11-30 00:00:00+00:00
71996670,15,2014-07-21 00:00:00+00:00
182521925,15,2019-03-09 00:00:00+00:00
170028019,11,2018-08-25 00:00:00+00:00
73296576,15,2014-08-13 00:00:00+00:00
17119793,15,2011-07-12 00:00:00+00:00
220900468,11,2020-11-14 00:00:00+00:00
60694938,9,2014-01-15 00:00:00+00:00
239744304,15,2021-10-06 00:00:00+00:00
253680006,15,2022-06-29 00:00:00+00:00
138346841,15,2017-05-09 00:00:00+00:00
